,Rank,Song,Artist,Album,Release Date,Popularity,Duration (ms),Explicit,Track ID,Preview URL,Track Number,Continent,Country,Artist Photo URL
85,36,コロンブス,Mrs. GREEN APPLE,コロンブス,2024-06-11,71,227178,False,3ECvJ97WjbbaTsCZ64pwgI,,1,Asia,Japan,https://i.scdn.co/image/ab6761610000f178968120b0312a7893ec391560
86,37,TAIDADA,ZUTOMAYO,TAIDADA,2024-10-03,70,226026,False,4cPwi7lcWxRQNEb4xC77fC,,1,Asia,Japan,https://i.scdn.co/image/ab6761610000f178b38a96d85b0580670123280e
87,38,インフェルノ,Mrs. GREEN APPLE,Attitude,2019-10-01,72,211600,False,2vOAHp8PBBFYqvQUWSoITY,,3,Asia,Japan,https://i.scdn.co/image/ab6761610000f178968120b0312a7893ec391560
88,39,アイドル,YOASOBI,THE BOOK 3,2023-10-04,71,211733,False,1hAloWiinXLPQUJxrJReb1,https://p.scdn.co/mp3-preview/f784b0420a1c76265f69912f43fd454164141e6e?cid=0bb3eb6005f44507983d0b4982473814,7,Asia,Japan,https://i.scdn.co/image/ab6761610000f17883e2d0c9611f1fb6baafcb36
89,40,ファタール - Fatal,GEMN,ファタール - Fatal,2024-07-04,74,219200,False,7gJD9BarjoFwL2BNQ0rpWT,https://p.scdn.co/mp3-preview/fc038125cdbe460d4cdfd7e3a8f18490bb44cc10?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,Japan,https://i.scdn.co/image/ab6761610000f1783f65776083c6cd2949d9d2d8
90,41,愛とU,Mega Shinnosuke,君にモテたいっ!!,2024-09-18,61,203092,False,6ZuVKevLRPlRAtywcr4Xp0,https://p.scdn.co/mp3-preview/6440ab589d08e8c3a3e2c88c259f6db795b8da64?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,Japan,https://i.scdn.co/image/ab6761610000f178a3e27980bd3d20775f212a0a
91,42,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,2023-11-03,85,183550,True,2HRgqmZQC0MC7GeNuDIXHN,https://p.scdn.co/mp3-preview/c6f315711a77fba52139f54587afa7e7d16a1232?cid=0bb3eb6005f44507983d0b4982473814,3,Asia,Japan,https://i.scdn.co/image/ab6761610000f17840a7268dd742e5f63759b960
92,43,がらくた - JUNK,Kenshi Yonezu,LOST CORNER,2024-08-21,70,237600,False,52ItXyP098zb8OR4na4iQk,https://p.scdn.co/mp3-preview/c18c4a074fa9f1cd76638a6d2b7b098558c06ac4?cid=0bb3eb6005f44507983d0b4982473814,15,Asia,Japan,https://i.scdn.co/image/ab6761610000f17879f67e1710789759ccc53879
93,44,ロマンチシズム,Mrs. GREEN APPLE,Attitude,2019-10-01,68,213613,False,0JcI7OdALbpSFkyKoufRYs,,12,Asia,Japan,https://i.scdn.co/image/ab6761610000f178968120b0312a7893ec391560
94,45,HAPPY BIRTHDAY,back number,MAGIC,2019-03-27,69,258333,False,4FMz2RFrbDGzJO7K4D0vS3,,11,Asia,Japan,https://i.scdn.co/image/ab6761610000f178561bf1e63b7fe992f5ed0cf8
95,46,UP - KARINA Solo,aespa,SYNK : PARALLEL LINE - Special Digital Single,2024-10-09,81,166640,False,5sjnkOfTLCLNfkkchI2re2,https://p.scdn.co/mp3-preview/c196a85dd94b68af028cfb022a5b8874317b3b7f?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,Japan,https://i.scdn.co/image/ab6761610000f178f7a1090ad3a35a34fc0ecb57
96,47,僕のこと,Mrs. GREEN APPLE,Attitude,2019-10-01,67,321306,False,0tnhoHUrHfcLi9hPknUFZ4,,7,Asia,Japan,https://i.scdn.co/image/ab6761610000f178968120b0312a7893ec391560
97,48,唱,Ado,"Ado ""Ready For My Show Playlist""",2024-02-06,70,192653,False,7o0TPSw494RG2Q4iWmd1v6,,2,Asia,Japan,https://i.scdn.co/image/ab6761610000f178f3bb04995cb61f04936424ee
98,49,Cherish (My Love),ILLIT,Cherish (My Love) (Remixes),2024-10-28,0,176854,False,21LtZQQMQYwVIxc9O9Ygq8,https://p.scdn.co/mp3-preview/13d4c235714d9b62d5288e8147e5f062eb5fedc2?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,Japan,https://i.scdn.co/image/ab6761610000f17832863b8dca4574c09e4b9295
99,50,美しい鰭,SPITZ,ひみつスタジオ,2023-05-17,69,211920,False,1H3qOzheTPhE7aVvJOWfvA,,4,Asia,Japan,https://i.scdn.co/image/ab6761610000f178a8bc41f8cf0e533c951fe4ad
100,1,Who,Jimin,MUSE,2024-07-19,92,170887,False,7tI8dRuH2Yc6RuoTjxo4dU,https://p.scdn.co/mp3-preview/02687a01e9ec00f4e947f39e910c7e0c6fa83e10?cid=0bb3eb6005f44507983d0b4982473814,6,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
101,2,APT.,ROSÉ,APT.,2024-10-18,64,169917,False,2vDkR3ctidSd17d2CygVzS,https://p.scdn.co/mp3-preview/6b7763066dd42d94dc893f12bb135d7d5392e386?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178727a1f1f508238a20ac9fdbf
102,3,Whiplash,aespa,Whiplash - The 5th Mini Album,2024-10-21,76,183226,False,6uPnrBgweGOcwjFL4ItAvV,https://p.scdn.co/mp3-preview/cef9eef942b2a5f9cde819ba21f01fdc655395c8?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178f7a1090ad3a35a34fc0ecb57
103,4,Be Mine,Jimin,MUSE,2024-07-19,79,207347,False,3LWVXp636uLT356Rj08Jaz,https://p.scdn.co/mp3-preview/78ab86d01bf68d4f86921f1d3e3cb0ed4cf04e50?cid=0bb3eb6005f44507983d0b4982473814,5,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
104,5,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,2023-11-03,85,183550,True,2HRgqmZQC0MC7GeNuDIXHN,https://p.scdn.co/mp3-preview/c6f315711a77fba52139f54587afa7e7d16a1232?cid=0bb3eb6005f44507983d0b4982473814,3,Asia,South Korea,https://i.scdn.co/image/ab6761610000f17840a7268dd742e5f63759b960
105,6,Mantra,JENNIE,Mantra,2024-10-11,57,136627,True,78yHTvGfbDGL2XYAEkcqKH,https://p.scdn.co/mp3-preview/58b05e8438c0ed7316e85fed6267f467612efa06?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cab652097be01bf194cdf11d
106,7,UP - KARINA Solo,aespa,SYNK : PARALLEL LINE - Special Digital Single,2024-10-09,81,166640,False,5sjnkOfTLCLNfkkchI2re2,https://p.scdn.co/mp3-preview/c196a85dd94b68af028cfb022a5b8874317b3b7f?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178f7a1090ad3a35a34fc0ecb57
107,8,Cherish (My Love),ILLIT,Cherish (My Love) (Remixes),2024-10-28,0,176854,False,21LtZQQMQYwVIxc9O9Ygq8,https://p.scdn.co/mp3-preview/13d4c235714d9b62d5288e8147e5f062eb5fedc2?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f17832863b8dca4574c09e4b9295
108,9,I'll Be There,Jin,I'll Be There,2024-10-25,82,181677,False,2Qcbspnftnon37jibwyvMU,https://p.scdn.co/mp3-preview/986d45307a67d89e75212dc22dd8668d9867604e?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178ca4f165e62fbf5ab5a3750ba
109,10,HAPPY,DAY6,Fourever,2024-03-18,59,189934,False,5R5NMy7zc7QPCfdvy8dvCQ,https://p.scdn.co/mp3-preview/8e6e8f22c67552c693988b6ef31324f41d3b2732?cid=0bb3eb6005f44507983d0b4982473814,2,Asia,South Korea,https://i.scdn.co/image/ab6761610000f17810e83b0ca558533d0f3c376c
110,11,Smeraldo Garden Marching Band (feat. Loco),Jimin,MUSE,2024-07-19,72,182840,False,1agDCV4zQqaFwJQNsTgmL1,https://p.scdn.co/mp3-preview/fe27d5f778e8bb29b3d905087f7f08106731549b?cid=0bb3eb6005f44507983d0b4982473814,3,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
111,12,Die With A Smile,Lady Gaga,Die With A Smile,2024-08-16,100,251667,False,2plbrEY59IikOBgBGLjaoe,,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f1784b09cd0839c6129c29d22f79
112,13,Standing Next to You,Jung Kook,GOLDEN,2023-11-03,89,206019,False,2KslE17cAJNHTsI2MI0jb2,https://p.scdn.co/mp3-preview/b1cac49f0f6043eae3a0c0557fe16a9579fbc519?cid=0bb3eb6005f44507983d0b4982473814,4,Asia,South Korea,https://i.scdn.co/image/ab6761610000f17840a7268dd742e5f63759b960
113,14,Supersonic,fromis_9,Supersonic,2024-08-12,72,174146,False,6oNLSQX8bcAdbCElZYju3v,https://p.scdn.co/mp3-preview/855d9e348990554cf5f1b9b3e4accc44616dae8d?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178d6af403be25256e1fdf15eca
114,15,Closer Than This,Jimin,MUSE,2024-07-19,71,223301,False,6qafqn8bBMy7t5c5WqpyRk,https://p.scdn.co/mp3-preview/68b2d6a6cf2b36557b624796ec0670932707cf0e?cid=0bb3eb6005f44507983d0b4982473814,7,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
115,16,3D (feat. Jack Harlow),Jung Kook,3D : The Remixes,2023-10-02,77,201812,True,01qFKNWq73UfEslI0GvumE,https://p.scdn.co/mp3-preview/74f0838fd4469ac28b5fd6be753eb534e52b4810?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f17840a7268dd742e5f63759b960
116,17,My Name is Malguem,QWER,2nd Mini Album 'Algorithm's Blossom',2024-09-23,61,188320,False,1lTBkwEm0wim9RsMXqtqWy,https://p.scdn.co/mp3-preview/dd63629ef18551fc5be5adb0d9814d6f8e15de34?cid=0bb3eb6005f44507983d0b4982473814,3,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178dde5e60367cdbc9469f0b3a9
117,18,CRAZY,LE SSERAFIM,CRAZY (Party Remixes 1),2024-09-02,80,164554,False,4gxEY3Mh5FZZDAJAKPNrCS,https://p.scdn.co/mp3-preview/c87839ff1ddad65a7ebb758bae38fee971dceab2?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178d7d7064b17d00c6f8755eae6
118,19,Rebirth (Intro),Jimin,MUSE,2024-07-19,72,144624,False,7gMfVc4zfNIxuMyMGglOHa,https://p.scdn.co/mp3-preview/83fe4cad5d92724ae87930a52bd5098e1adefc30?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
119,20,Like Crazy,Jimin,FACE,2023-03-24,75,212241,False,3Ua0m0YmEjrMi9XErKcNiR,https://p.scdn.co/mp3-preview/2db5f36096963d97afc870c50990d62d27858a43?cid=0bb3eb6005f44507983d0b4982473814,3,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
120,21,Slow Dance (feat. Sofia Carson),Jimin,MUSE,2024-07-19,73,188399,False,3d2bsbugow8JiNvuaRupFH,https://p.scdn.co/mp3-preview/d49d048ea3e18a14ce10585917ee6d2a233a7c3b?cid=0bb3eb6005f44507983d0b4982473814,4,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
121,22,Supernova,aespa,Armageddon - The 1st Album,2024-05-27,73,178880,False,2VdSktBqFfkW7y6q5Ik4Z4,https://p.scdn.co/mp3-preview/fae5cb7ad4fe231a7537745c6e82a0b594fcca77?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178f7a1090ad3a35a34fc0ecb57
122,23,Supernatural,NewJeans,Supernatural,2024-06-21,78,191000,False,5ocSQW5sIUIOFojwXEz9Ki,https://p.scdn.co/mp3-preview/14baeec77f3463a30c808298ac755edb1b6fff26?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f17880668ba2b15094d083780ea9
123,24,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,98,210373,False,6dOtVTDdiauQNBQEDOtlAB,,4,Asia,South Korea,https://i.scdn.co/image/ab6761610000f1784a21b4760d2ecb7b0dcdc8da
124,25,Magnetic,ILLIT,SUPER REAL ME,2024-03-25,84,160688,False,1aKvZDoLGkNMxoRYgkckZG,https://p.scdn.co/mp3-preview/b3e85d7434b5fb072c7110197b3b896d04aa90e7?cid=0bb3eb6005f44507983d0b4982473814,2,Asia,South Korea,https://i.scdn.co/image/ab6761610000f17832863b8dca4574c09e4b9295
125,26,Super Tuna,Jin,Super Tuna,2024-10-11,83,114693,False,4pygz13A6EcLL6ti7kqGaf,https://p.scdn.co/mp3-preview/bf56b8aeb92ca16b2f7e4f2f2b40439ef53b1969?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178ca4f165e62fbf5ab5a3750ba
126,27,Igloo,KISS OF LIFE,Lose Yourself,2024-10-15,72,131786,False,2DbDefRFJ5YOfXCKOeCJJh,https://p.scdn.co/mp3-preview/0e86222625af94b9fe308a57a9e739bfd25107d0?cid=0bb3eb6005f44507983d0b4982473814,4,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178bf250c4fdc18bb30560fceb5
127,28,Interlude : Showtime,Jimin,MUSE,2024-07-19,70,78492,False,45zLrK0668WQ5JFMyiYmCS,https://p.scdn.co/mp3-preview/9b2380d225bac637f0f3382fc0d9003bd69bf86d?cid=0bb3eb6005f44507983d0b4982473814,2,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
128,29,Love Me Again,V,Layover,2023-08-11,86,182293,False,2N0SPREDYqILVEFSsWF5N5,https://p.scdn.co/mp3-preview/7cf9f9fce7c6ea14a19134d84a3034fef7067f0a?cid=0bb3eb6005f44507983d0b4982473814,2,Asia,South Korea,https://i.scdn.co/image/ab6761610000f1788e7d00d3aae87cf8fc6946e2
129,30,The Astronaut,Jin,The Astronaut,2022-10-28,82,282463,False,0h7QMc9ZRzA9QJrbEHytn2,https://p.scdn.co/mp3-preview/7b72aa57bead2ef8a9360452fc7f2208ff4fa006?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178ca4f165e62fbf5ab5a3750ba
130,31,Touch,KATSEYE,Touch,2024-07-26,52,129882,False,1I5whYZ5CmnVtHKKoy4Im5,,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178031e8e2a9c4893810a02f863
131,32,How Sweet,NewJeans,How Sweet,2024-05-24,79,219026,False,38tXZcL1gZRfbqfOG0VMTH,https://p.scdn.co/mp3-preview/690e6951640ac995e47d19dc13ab44e9de9067f2?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f17880668ba2b15094d083780ea9
132,33,Moonlit Floor (Kiss Me),LISA,Moonlit Floor (Kiss Me),2024-10-03,89,155757,False,3yDRcs0Y4pPzkvMbUfeF9H,https://p.scdn.co/mp3-preview/c5f0c62bf441704559d8937425eaf732b1e09d79?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178426faee7010fa829bb527cfb
133,34,Who (Rock Remix),Jimin,MUSE (WONDER ver.),2024-07-23,66,171995,False,1MC8JLPV4fbvVBqvGSLoDf,https://p.scdn.co/mp3-preview/3ea04c1ff01f196784b77706d9870b3e3e8797f1?cid=0bb3eb6005f44507983d0b4982473814,10,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
134,35,St. Chroma (feat. Daniel Caesar),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,79,197019,True,1QoyuMHNBe7lg3YW4Qtll4,https://p.scdn.co/mp3-preview/60f7000911baa087c0c94f5593b8ad80f69e6201?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
135,36,Noid,"Tyler, The Creator",Noid,2024-10-21,81,284363,True,1tnZxHryc2wWtjUZC1LQw5,https://p.scdn.co/mp3-preview/d66b73ad7ddc4ee02cb5a4537cebe406ecd3cf02?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
136,37,Who (Acoustic Remix),Jimin,MUSE (WONDER ver.),2024-07-23,66,184075,False,10I5rhhFoWZDIN3kEc6Dbo,https://p.scdn.co/mp3-preview/baf8390fec401f4a2662b5a22743ef2527f47449?cid=0bb3eb6005f44507983d0b4982473814,9,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
137,38,Armageddon,aespa,Armageddon - The 1st Album,2024-05-27,75,196466,False,5eWcGfUCrVFMoYskyfkEPE,https://p.scdn.co/mp3-preview/d56cbbdb9029755189dd4e81a9fb7698e8346094?cid=0bb3eb6005f44507983d0b4982473814,2,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178f7a1090ad3a35a34fc0ecb57
138,39,Welcome to the Show,DAY6,Fourever,2024-03-18,54,217067,False,3BMAWsBp4jc35mCmebC3WT,https://p.scdn.co/mp3-preview/a7b8ac4f83b9f26ec1d8431c42d97321f514275e?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f17810e83b0ca558533d0f3c376c
139,40,Here With Me,d4vd,Petals to Thorns,2023-05-26,83,242484,False,5LrN7yUQAzvthd4QujgPFr,,2,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178ad447187a35f422307e88ad3
140,41,Who (Instrumental),Jimin,MUSE (WONDER ver.),2024-07-23,65,170887,False,1Px44tw80Q4rcCl8FxDGOi,https://p.scdn.co/mp3-preview/66d73e74192ac2420c5510a89383418a8e0ff091?cid=0bb3eb6005f44507983d0b4982473814,8,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
141,42,Who (Shibuyakei Remix),Jimin,MUSE (WANDER ver.),2024-07-23,65,166809,False,1ySWoGgrduSzvtJ3PUzO41,https://p.scdn.co/mp3-preview/ee518a50c5e59746138dd7d732ab51402c6af63f?cid=0bb3eb6005f44507983d0b4982473814,8,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
142,43,한 페이지가 될 수 있게,DAY6,The Book of Us : Gravity,2019-07-15,54,205575,False,0EhdXt3y460mTRsi97Pyk5,https://p.scdn.co/mp3-preview/0f058b9529dcaab3ac0beae5345b36061becc354?cid=0bb3eb6005f44507983d0b4982473814,2,Asia,South Korea,https://i.scdn.co/image/ab6761610000f17810e83b0ca558533d0f3c376c
143,44,"LOVE, MONEY, FAME (feat. DJ Khaled)",SEVENTEEN,SEVENTEEN 12th Mini Album 'SPILL THE FEELS',2024-10-14,79,186386,False,145tqlcE6YFsjNfxi9K3AE,https://p.scdn.co/mp3-preview/8dbabfc916c1097400df2dd84c6162226c451973?cid=0bb3eb6005f44507983d0b4982473814,2,Asia,South Korea,https://i.scdn.co/image/ab6761610000f1788912a840e637dacc0d5c7828
144,45,Who (Beautiful Mind Remix),Jimin,MUSE (WANDER ver.),2024-07-23,65,177953,False,2isRbZIIU4PqPrECffn7QO,https://p.scdn.co/mp3-preview/103af20a9972fcee58c173cc3823595798a358a1?cid=0bb3eb6005f44507983d0b4982473814,10,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
145,46,Who (Funky Remix),Jimin,MUSE (WANDER ver.),2024-07-23,65,188498,False,7KZNgri6Jxw88FAfATw6i9,https://p.scdn.co/mp3-preview/0f5981ffa15b45bd9d77f0348693a9d643994b42?cid=0bb3eb6005f44507983d0b4982473814,9,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
146,47,"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator",CHROMAKOPIA,2024-10-28,77,253834,True,0VaeksJaXy5R1nvcTMh3Xk,https://p.scdn.co/mp3-preview/1aaec2b9aeda3b68f04cf29a1770d94c8b3ac757?cid=0bb3eb6005f44507983d0b4982473814,4,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
147,48,녹아내려요 Melt Down,DAY6,Band Aid,2024-09-02,55,165587,False,5Invv3m92xZvztdCbZrmZ6,https://p.scdn.co/mp3-preview/867e4e02d71cdce1b246cf3adfd3958e612bfa32?cid=0bb3eb6005f44507983d0b4982473814,2,Asia,South Korea,https://i.scdn.co/image/ab6761610000f17810e83b0ca558533d0f3c376c
148,49,"How can I love the heartbreak, you're the one I love",AKMU,SAILING,2019-09-25,61,290095,False,0hqj5JBnFt1BHEz2UCFwrl,https://p.scdn.co/mp3-preview/c204b7f258d067806c4c432ddfe452b37fec7f73?cid=0bb3eb6005f44507983d0b4982473814,3,Asia,South Korea,https://i.scdn.co/image/ab6761610000f17800beb181c5f5464f4562f90f
149,50,Pump Up The Volume!,PLAVE,Pump Up The Volume!,2024-08-20,63,179386,False,34DtDWmIUacoop6Md298vE,https://p.scdn.co/mp3-preview/0b3a6eb66de00768f397617ff9d437f042fa26c5?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,South Korea,https://i.scdn.co/image/ab6761610000f178d772bd88b28a3496f26b0d34
150,1,APT.,ROSÉ,APT.,2024-10-18,94,169917,False,5vNRhkKd0yEAg8suGBpjeY,https://p.scdn.co/mp3-preview/6b7763066dd42d94dc893f12bb135d7d5392e386?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f178727a1f1f508238a20ac9fdbf
151,2,Die With A Smile,Lady Gaga,Die With A Smile,2024-08-16,100,251667,False,2plbrEY59IikOBgBGLjaoe,,1,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f1784b09cd0839c6129c29d22f79
152,3,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,98,210373,False,6dOtVTDdiauQNBQEDOtlAB,,4,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f1784a21b4760d2ecb7b0dcdc8da
153,4,Mantra,JENNIE,Mantra,2024-10-10,88,136627,True,2CspwnypzT7rcWI9RfsoSb,https://p.scdn.co/mp3-preview/58b05e8438c0ed7316e85fed6267f467612efa06?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f178cab652097be01bf194cdf11d
154,5,Moonlit Floor (Kiss Me),LISA,Moonlit Floor (Kiss Me),2024-10-03,89,155757,False,3yDRcs0Y4pPzkvMbUfeF9H,https://p.scdn.co/mp3-preview/c5f0c62bf441704559d8937425eaf732b1e09d79?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f178426faee7010fa829bb527cfb
155,6,Reminisensi,Insomniacks,Kepala Batu EP,2020-07-24,64,265406,False,0TRKtVvsVmOkXCvnq5AgNE,https://p.scdn.co/mp3-preview/7ad929aebd6ad842ceefc9e6addd4eb8415405ba?cid=0bb3eb6005f44507983d0b4982473814,2,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f17833cb646a442cc31983eddf99
156,7,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,91,261466,False,3QaPy1KgI7nu9FJEQUgn6h,,5,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f1784a21b4760d2ecb7b0dcdc8da
157,8,Night Changes,One Direction,FOUR (Deluxe),2014-11-17,90,226600,False,5O2P9iiztwhomNh8xkR9lJ,https://p.scdn.co/mp3-preview/359be833b46b250c696bbb64caa5dc91f2a38c6a?cid=0bb3eb6005f44507983d0b4982473814,7,Asia,Malaysia,https://i.scdn.co/image/45741ba38b51130bb96e00c0e24d17ba311a9293
158,9,Who,Jimin,MUSE,2024-07-19,92,170887,False,7tI8dRuH2Yc6RuoTjxo4dU,https://p.scdn.co/mp3-preview/02687a01e9ec00f4e947f39e910c7e0c6fa83e10?cid=0bb3eb6005f44507983d0b4982473814,6,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
159,10,Taste,Sabrina Carpenter,Short n' Sweet,2024-08-23,94,157279,False,5G2f63n7IPVPPjfNIGih7Q,,1,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f178e053b8338322b9c8609ee7ae
160,11,double take,Dhruv,rapunzel,2022-01-21,82,171743,False,0QzuaeCEEOV40Pn7IvKEny,https://p.scdn.co/mp3-preview/de6919da8485c83b92e58521266fe022bdc561f3?cid=0bb3eb6005f44507983d0b4982473814,3,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f17832f3f1833279444356c71e4d
161,12,Espresso,Sabrina Carpenter,Short n' Sweet,2024-08-23,88,175459,True,2HRqTpkrJO5ggZyyK6NPWz,,7,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f178e053b8338322b9c8609ee7ae
162,13,"Untungnya, Hidup Harus Tetap Berjalan",Bernadya,"Sialnya, Hidup Harus Tetap Berjalan",2024-06-23,83,182903,False,2gcMYiZzzmzoF8PPAfL3IO,,8,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f1786d1dbc1a4a286b1ee9d40163
163,14,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024-03-08,87,228639,False,51ZQ1vr10ffzbwIjDCwqm4,,10,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f17840b5c07ab77b6b1a9075fdc0
164,15,Touch,KATSEYE,Touch,2024-07-26,86,129882,False,6aJn7Cst74cj4lNIiPRgav,,1,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f178031e8e2a9c4893810a02f863
165,16,Masing Masing,Ernie Zakri,Aura,2023-11-03,76,234589,False,7BgFlmOxrL7M1jVGoxqy37,,3,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f178d4e158ec0916e15687ca82e0
166,17,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),2023-06-23,90,244684,False,7CyPwkp0oE8Ro9Dd5CUDjW,,1,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f1789e528993a2820267b97f6aae
167,18,Sempurna,Insomniacks,Sempurna,2022-02-14,60,251714,False,67C6LHREqmytK923Ak6R0I,,1,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f17833cb646a442cc31983eddf99
168,19,Kill Bill,SZA,SOS,2022-12-08,86,153946,False,1Qrg8KqiBpW07V7PNxwwwL,https://p.scdn.co/mp3-preview/4bd2dc84016f3743add7eea8b988407b1b900672?cid=0bb3eb6005f44507983d0b4982473814,2,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f1780895066d172e1f51f520bc65
169,20,Whiplash,aespa,Whiplash - The 5th Mini Album,2024-10-21,76,183226,False,6uPnrBgweGOcwjFL4ItAvV,https://p.scdn.co/mp3-preview/cef9eef942b2a5f9cde819ba21f01fdc655395c8?cid=0bb3eb6005f44507983d0b4982473814,1,Asia,Malaysia,https://i.scdn.co/image/ab6761610000f178f7a1090ad3a35a34fc0ecb57
